State,Year,Cause of death,Deaths,Population,Total Deaths
WV,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),203,"1,782,959",
WV,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",71,"1,782,959",
WV,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","1,209","1,782,959",
WV,2021,"J45.9 (Asthma, unspecified)",15,"1,782,959",
WV,2021,J60 (Coalworker pneumoconiosis),32,"1,782,959",
WV,2021,J69.0 (Pneumonitis due to food and vomit),135,"1,782,959",
WV,2021,J80 (Adult respiratory distress syndrome),11,"1,782,959",
WV,2021,J81 (Pulmonary oedema),10,"1,782,959",
WV,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),101,"1,782,959",
WV,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",42,"1,782,959",
WV,2021,"J90 (Pleural effusion, not elsewhere classified)",12,"1,782,959",
WV,2021,J96.0 (Acute respiratory failure),20,"1,782,959",
WV,2021,J96.1 (Chronic respiratory failure),54,"1,782,959",
WV,2021,J98.4 (Other disorders of lung),24,"1,782,959",
WV,2021,,,"1,782,959","2,473"
WI,2021,"J15.9 (Bacterial pneumonia, unspecified)",15,"5,895,908",
WI,2021,"J18.1 (Lobar pneumonia, unspecified)",19,"5,895,908",
WI,2021,"J18.9 (Pneumonia, unspecified)",469,"5,895,908",
WI,2021,J43.2 (Centrilobular emphysema),11,"5,895,908",
WI,2021,"J43.9 (Emphysema, unspecified)",149,"5,895,908",
WI,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),220,"5,895,908",
WI,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",113,"5,895,908",
WI,2021,J44.8 (Other specified chronic obstructive pulmonary disease),24,"5,895,908",
WI,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)","1,828","5,895,908",
WI,2021,"J45.9 (Asthma, unspecified)",64,"5,895,908",
WI,2021,J47 (Bronchiectasis),17,"5,895,908",
WI,2021,J69.0 (Pneumonitis due to food and vomit),460,"5,895,908",
WI,2021,J80 (Adult respiratory distress syndrome),22,"5,895,908",
WI,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),206,"5,895,908",
WI,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",202,"5,895,908",
WI,2021,J86.9 (Pyothorax without fistula),11,"5,895,908",
WI,2021,"J90 (Pleural effusion, not elsewhere classified)",17,"5,895,908",
WI,2021,J96.0 (Acute respiratory failure),11,"5,895,908",
WI,2021,J96.1 (Chronic respiratory failure),68,"5,895,908",
WI,2021,J98.4 (Other disorders of lung),34,"5,895,908",
WI,2021,J98.8 (Other specified respiratory disorders),11,"5,895,908",
WI,2021,,,"5,895,908","4,122"
WY,2021,"J18.9 (Pneumonia, unspecified)",61,"578,803",
WY,2021,"J43.9 (Emphysema, unspecified)",16,"578,803",
WY,2021,J44.0 (Chronic obstructive pulmonary disease with acute lower respiratory infection),35,"578,803",
WY,2021,"J44.1 (Chronic obstructive pulmonary disease with acute exacerbation, unspecified)",14,"578,803",
WY,2021,"J44.9 (Chronic obstructive pulmonary disease, unspecified)",270,"578,803",
WY,2021,"J45.9 (Asthma, unspecified)",10,"578,803",
WY,2021,J69.0 (Pneumonitis due to food and vomit),33,"578,803",
WY,2021,J84.1 (Other interstitial pulmonary diseases with fibrosis),23,"578,803",
WY,2021,"J84.9 (Interstitial pulmonary disease, unspecified)",19,"578,803",
WY,2021,J96.1 (Chronic respiratory failure),13,"578,803",
WY,2021,,,"578,803",568
